5440	4402	5463
5440	5463	3365
4402	4973	3771
4402	3771	5463
4974	3526	4973
4974	4973	4402
3759	4974	4402
3759	4402	5440
4973	4401	5464
4973	5464	3771
4401	5451	3366
4401	3366	5464
4972	3765	5451
4972	5451	4401
3526	4972	4401
3526	4401	4973
4971	4400	4972
4971	4972	3526
4400	5452	3765
4400	3765	4972
5581	3266	5452
5581	5452	4400
3830	5581	4400
3830	4400	4971
5439	4399	4974
5439	4974	3759
4399	4971	3526
4399	3526	4974
5582	3830	4971
5582	4971	4399
3364	5582	4399
3364	4399	5439
5132	4398	5173
5132	5173	3279
4398	4969	3626
4398	3626	5173
4970	3525	4969
4970	4969	4398
3605	4970	4398
3605	4398	5132
4969	4397	5174
4969	5174	3626
4397	5433	3347
4397	3347	5174
4968	3756	5433
4968	5433	4397
3525	4968	4397
3525	4397	4969
4967	4396	4968
4967	4968	3525
4396	5434	3756
4396	3756	4968
5582	3364	5434
5582	5434	4396
3830	5582	4396
3830	4396	4967
5131	4395	3605
4395	4970	3605
4395	4967	4970
4967	3525	4970
5581	3830	4395
3830	4967	4395
3266	5581	5131
5581	4395	5131
5168	4394	3258
4394	5575	3258
4394	4965	5575
4965	3827	5575
4966	3524	4394
3524	4965	4394
3623	4966	5168
4966	4394	5168
4965	4393	3827
4393	5576	3827
4393	5579	5576
5579	3383	5576
4964	3829	4393
3829	5579	4393
3524	4964	4965
4964	4393	4965
4963	4392	3524
4392	4964	3524
4392	5580	4964
5580	3829	4964
5109	3268	4392
3268	5580	4392
3594	5109	4963
5109	4392	4963
5167	4391	3623
4391	4966	3623
4391	4963	4966
4963	3524	4966
5110	3594	4391
3594	4963	4391
3267	5110	5167
5110	4391	5167
5579	4390	3383
4390	5577	3383
4390	4961	5577
4961	3828	5577
4962	3523	4390
3523	4961	4390
3829	4962	5579
4962	4390	5579
4961	4389	3828
4389	5578	3828
4389	5473	5578
5473	3370	5578
4960	3776	4389
3776	5473	4389
3523	4960	4961
4960	4389	4961
4959	4388	3523
4388	4960	3523
4388	5474	4960
5474	3776	4960
5461	3368	4388
3368	5474	4388
3770	5461	4959
5461	4388	4959
5580	4387	3829
4387	4962	3829
4387	4959	4962
4959	3523	4962
5462	3770	4387
3770	4959	4387
3268	5462	5580
5462	4387	5580
5466	4386	3262
4386	5561	3262
4386	4957	5561
4957	3820	5561
4958	3522	4386
3522	4957	4386
3772	4958	5466
4958	4386	5466
4957	4385	3820
4385	5562	3820
4385	5578	5562
5578	3370	5562
4956	3828	4385
3828	5578	4385
3522	4956	4957
4956	4385	4957
4955	4384	3522
4384	4956	3522
4384	5577	4956
5577	3828	4956
5576	3383	4384
3383	5577	4384
3827	5576	4955
5576	4384	4955
5465	4383	3772
4383	4958	3772
4383	4955	4958
4955	3522	4958
5575	3827	4383
3827	4955	4383
3258	5575	5465
5575	4383	5465
5571	4378	5535
5571	5535	3381
4378	4949	3807
4378	3807	5535
4950	3520	4949
4950	4949	4378
3825	4950	4378
3825	4378	5571
4949	4377	5536
4949	5536	3807
4377	5569	3382
4377	3382	5536
4948	3824	5569
4948	5569	4377
3520	4948	4377
3520	4377	4949
4947	4376	4948
4947	4948	3520
4376	5570	3824
4376	3824	4948
5321	3325	5570
5321	5570	4376
3700	5321	4376
3700	4376	4947
5572	4375	4950
5572	4950	3825
4375	4947	3520
4375	3520	4950
5322	3700	4947
5322	4947	4375
3323	5322	4375
3323	4375	5572
5569	4374	5537
5569	5537	3382
4374	4945	3808
4374	3808	5537
4946	3519	4945
4946	4945	4374
3824	4946	4374
3824	4374	5569
4945	4373	5538
4945	5538	3808
4373	5493	3375
4373	3375	5538
4944	3786	5493
4944	5493	4373
3519	4944	4373
3519	4373	4945
4943	4372	4944
4943	4944	3519
4372	5494	3786
4372	3786	4944
5567	3346	5494
5567	5494	4372
3823	5567	4372
3823	4372	4943
5570	4371	4946
5570	4946	3824
4371	4943	3519
4371	3519	4946
5568	3823	4371
3823	4943	4371
3325	5568	5570
5568	4371	5570
5560	4362	3379
4362	5525	3379
4362	4933	5525
4933	3802	5525
4934	3516	4362
3516	4933	4362
3819	4934	5560
4934	4362	5560
4933	4361	3802
4361	5526	3802
4361	5471	3270
4361	3270	5526
4932	3775	5471
4932	5471	4361
3516	4932	4933
4932	4361	4933
4931	4360	3516
4360	4932	3516
4360	5472	3775
4360	3775	4932
5562	3370	4360
3370	5472	4360
3820	5562	4931
5562	4360	4931
5559	4359	3819
4359	4934	3819
4359	4931	4934
4931	3516	4934
5561	3820	4359
3820	4931	4359
3262	5561	5559
5561	4359	5559
5468	4358	5557
5468	5557	3369
4358	4929	3818
4358	3818	5557
4930	3515	4929
4930	4929	4358
3773	4930	4358
3773	4358	5468
4929	4357	5558
4929	5558	3818
4357	5529	3285
4357	3285	5558
4928	3804	5529
4928	5529	4357
3515	4928	4357
3515	4357	4929
4927	4356	4928
4927	4928	3515
4356	5530	3804
4356	3804	4928
5560	3379	5530
5560	5530	4356
3819	5560	4356
3819	4356	4927
5467	4355	4930
5467	4930	3773
4355	4927	3515
4355	3515	4930
5559	3819	4927
5559	4927	4355
3262	5559	4355
3262	4355	5467
5430	4318	3343
4318	5497	3343
4318	4889	5497
4889	3788	5497
4890	3505	4318
3505	4889	4318
3754	4890	5430
4890	4318	5430
4889	4317	3788
4317	5498	3788
4317	5538	5498
5538	3375	5498
4888	3808	4317
3808	5538	4317
3505	4888	4889
4888	4317	4889
4887	4316	3505
4316	4888	3505
4316	5537	4888
5537	3808	4888
5531	3382	4316
3382	5537	4316
3805	5531	4887
5531	4316	4887
5429	4315	3754
4315	4890	3754
4315	4887	4890
4887	3505	4890
5532	3805	4315
3805	4887	4315
3362	5532	5429
5532	4315	5429
5535	4314	3381
4314	5534	3381
4314	4885	3806
4314	3806	5534
4886	3504	4885
4886	4885	4314
3807	4886	5535
4886	4314	5535
4885	4313	5533
4885	5533	3806
4313	5421	3342
4313	3342	5533
4884	3750	5421
4884	5421	4313
3504	4884	4313
3504	4313	4885
4883	4312	4884
4883	4884	3504
4312	5422	3750
4312	3750	4884
5532	3362	5422
5532	5422	4312
3805	5532	4312
3805	4312	4883
5536	4311	3807
4311	4886	3807
4311	4883	3504
4311	3504	4886
5531	3805	4311
3805	4883	4311
3382	5531	5536
5531	4311	5536
5524	4310	3379
4310	5530	3379
4310	4881	5530
4881	3804	5530
4882	3503	4310
3503	4881	4310
3801	4882	5524
4882	4310	5524
4881	4309	3804
4309	5529	3804
4309	5528	5529
5528	3285	5529
4880	3803	4309
3803	5528	4309
3503	4880	4881
4880	4309	4881
4879	4308	3503
4308	4880	3503
4308	5527	4880
5527	3803	4880
5521	3286	5527
5521	5527	4308
3800	5521	4879
5521	4308	4879
5523	4307	3801
4307	4882	3801
4307	4879	4882
4879	3503	4882
5522	3800	4307
3800	4879	4307
3380	5522	5523
5522	4307	5523
5156	4306	3270
4306	5526	3270
4306	4877	5526
4877	3802	5526
4878	3502	4306
3502	4877	4306
3617	4878	5156
4878	4306	5156
4877	4305	3802
4305	5525	3802
4305	5524	5525
5524	3379	5525
4876	3801	4305
3801	5524	4305
3502	4876	4877
4876	4305	4877
4875	4304	3502
4304	4876	3502
4304	5523	4876
5523	3801	4876
5519	3380	4304
3380	5523	4304
3799	5519	4875
5519	4304	4875
5155	4303	3617
4303	4878	3617
4303	4875	4878
4875	3502	4878
5520	3799	4303
3799	4875	4303
3283	5520	5155
5520	4303	5155
5518	4302	3380
4302	5522	3380
4302	4873	5522
4873	3800	5522
4874	3501	4873
4874	4873	4302
3798	4874	4302
3798	4302	5518
4873	4301	5521
4873	5521	3800
4301	5193	3286
4301	3286	5521
4872	3636	5193
4872	5193	4301
3501	4872	4301
3501	4301	4873
4871	4300	4872
4871	4872	3501
4300	5194	3636
4300	3636	4872
5511	3276	5194
5511	5194	4300
3795	5511	4300
3795	4300	4871
5517	4299	4874
5517	4874	3798
4299	4871	3501
4299	3501	4874
5512	3795	4871
5512	4871	4299
3378	5512	4299
3378	4299	5517
5188	4298	3283
4298	5520	3283
4298	4869	5520
4869	3799	5520
4870	3500	4298
3500	4869	4298
3633	4870	5188
4870	4298	5188
4869	4297	3799
4297	5519	3799
4297	5518	5519
5518	3380	5519
4868	3798	4297
3798	5518	4297
3500	4868	4869
4868	4297	4869
4867	4296	3500
4296	4868	3500
4296	5517	3798
4296	3798	4868
5515	3378	5517
5515	5517	4296
3797	5515	4867
5515	4296	4867
5187	4295	3633
4295	4870	3633
4295	4867	4870
4867	3500	4870
5516	3797	4295
3797	4867	4295
3260	5516	4295
3260	4295	5187
5514	4294	3377
4294	5509	3377
4294	4865	5509
4865	3794	5509
4866	3499	4294
3499	4865	4294
3796	4866	5514
4866	4294	5514
4865	4293	3794
4293	5510	3794
4293	5189	5510
5189	3272	5510
4864	3634	4293
3634	5189	4293
3499	4864	4865
4864	4293	4865
4863	4292	3499
4292	4864	3499
4292	5190	4864
5190	3634	4864
5516	3260	4292
3260	5190	4292
3797	5516	4863
5516	4292	4863
5513	4291	3796
4291	4866	3796
4291	4863	4866
4863	3499	4866
5515	3797	4291
3797	4863	4291
3378	5515	5513
5515	4291	5513
5130	4290	5505
5130	5505	3274
4290	4861	3792
4290	3792	5505
4862	3498	4861
4862	4861	4290
3604	4862	4290
3604	4290	5130
4861	4289	5506
4861	5506	3792
4289	5514	5506
5514	3377	5506
4860	3796	5514
4860	5514	4289
3498	4860	4289
3498	4289	4861
4859	4288	4860
4859	4860	3498
4288	5513	3796
