u	du_dxi1	du_dxi2	d2u_dxi1xi2	du_dxi3	d2u_dxi2dxi3	d2u_dxi1dxi3	d3u_dxi	Coord	Node	Element
-4.681907	0.668982	0.574684	-0.097109	1.053223	0.062273	-0.396861	-0.013459	1	1	33
-4.681907	0.668982	0.574684	-0.097109	1.053223	0.062273	-0.396861	-0.013459	2	1	33
-4.681907	0.668982	0.574684	-0.097109	1.053223	0.062273	-0.396861	-0.013459	3	1	33
-4.266424	0.185872	0.435228	-0.155953	0.712442	0.035586	-0.175188	0.035380	1	2	33
-4.266424	0.185872	0.435228	-0.155953	0.712442	0.035586	-0.175188	0.035380	2	2	33
-4.266424	0.185872	0.435228	-0.155953	0.712442	0.035586	-0.175188	0.035380	3	2	33
-4.032346	0.587198	0.714205	-0.049092	1.104403	0.019467	-0.470601	-0.153052	1	3	33
-4.032346	0.587198	0.714205	-0.049092	1.104403	0.019467	-0.470601	-0.153052	2	3	33
-4.032346	0.587198	0.714205	-0.049092	1.104403	0.019467	-0.470601	-0.153052	3	3	33
-3.792894	-0.013587	0.521013	-0.222719	0.753759	0.024252	-0.088028	0.112271	1	4	33
-3.792894	-0.013587	0.521013	-0.222719	0.753759	0.024252	-0.088028	0.112271	2	4	33
-3.792894	-0.013587	0.521013	-0.222719	0.753759	0.024252	-0.088028	0.112271	3	4	33
-3.628683	0.106421	0.636487	-0.169960	1.053223	0.061259	-0.599396	-0.084331	1	5	33
-3.628683	0.106421	0.636487	-0.169960	1.053223	0.061259	-0.599396	-0.084331	2	5	33
-3.628683	0.106421	0.636487	-0.169960	1.053223	0.061259	-0.599396	-0.084331	3	5	33
-3.553982	0.009546	0.472015	-0.149216	0.712442	0.037948	-0.181368	-0.016312	1	6	33
-3.553982	0.009546	0.472015	-0.149216	0.712442	0.037948	-0.181368	-0.016312	2	6	33
-3.553982	0.009546	0.472015	-0.149216	0.712442	0.037948	-0.181368	-0.016312	3	6	33
-2.927942	-0.089749	0.734557	-0.198453	1.104403	0.021266	-0.704715	-0.114046	1	7	33
-2.927942	-0.089749	0.734557	-0.198453	1.104403	0.021266	-0.704715	-0.114046	2	7	33
-2.927942	-0.089749	0.734557	-0.198453	1.104403	0.021266	-0.704715	-0.114046	3	7	33
-3.039135	-0.152728	0.545716	-0.167562	0.753759	0.025169	-0.165922	0.039628	1	8	33
-3.039135	-0.152728	0.545716	-0.167562	0.753759	0.025169	-0.165922	0.039628	2	8	33
-3.039135	-0.152728	0.545716	-0.167562	0.753759	0.025169	-0.165922	0.039628	3	8	33
-4.032346	0.587198	0.747478	-0.421156	1.104403	-0.078366	-0.470601	0.199434	1	1	34
-4.032346	0.587198	0.747478	-0.421156	1.104403	-0.078366	-0.470601	0.199434	2	1	34
-4.032346	0.587198	0.747478	-0.421156	1.104403	-0.078366	-0.470601	0.199434	3	1	34
-3.792894	-0.013587	0.470821	-0.192269	0.753759	0.010668	-0.088028	0.079472	1	2	34
-3.792894	-0.013587	0.470821	-0.192269	0.753759	0.010668	-0.088028	0.079472	2	2	34
-3.792894	-0.013587	0.470821	-0.192269	0.753759	0.010668	-0.088028	0.079472	3	2	34
-3.256734	0.224438	0.741149	-0.057884	0.989623	-0.102044	-0.307497	0.478046	1	3	34
-3.256734	0.224438	0.741149	-0.057884	0.989623	-0.102044	-0.307497	0.478046	2	3	34
-3.256734	0.224438	0.741149	-0.057884	0.989623	-0.102044	-0.307497	0.478046	3	3	34
-3.275532	-0.196415	0.567549	-0.212538	0.724135	-0.091954	-0.039937	0.172038	1	4	34
-3.275532	-0.196415	0.567549	-0.212538	0.724135	-0.091954	-0.039937	0.172038	2	4	34
-3.275532	-0.196415	0.567549	-0.212538	0.724135	-0.091954	-0.039937	0.172038	3	4	34
-2.927942	-0.089749	0.667753	-0.207313	1.104403	-0.082107	-0.704715	0.188348	1	5	34
-2.927942	-0.089749	0.667753	-0.207313	1.104403	-0.082107	-0.704715	0.188348	2	5	34
-2.927942	-0.089749	0.667753	-0.207313	1.104403	-0.082107	-0.704715	0.188348	3	5	34
-3.039135	-0.152728	0.481907	-0.144956	0.753759	0.011633	-0.165922	0.004537	1	6	34
-3.039135	-0.152728	0.481907	-0.144956	0.753759	0.011633	-0.165922	0.004537	2	6	34
-3.039135	-0.152728	0.481907	-0.144956	0.753759	0.011633	-0.165922	0.004537	3	6	34
-2.267111	-0.278376	0.627629	-0.167800	0.989623	-0.128049	-0.571457	-0.656828	1	7	34
-2.267111	-0.278376	0.627629	-0.167800	0.989623	-0.128049	-0.571457	-0.656828	2	7	34
-2.267111	-0.278376	0.627629	-0.167800	0.989623	-0.128049	-0.571457	-0.656828	3	7	34
-2.551397	-0.295027	0.472798	-0.126748	0.724135	-0.097159	-0.145765	-0.088169	1	8	34
-2.551397	-0.295027	0.472798	-0.126748	0.724135	-0.097159	-0.145765	-0.088169	2	8	34
-2.551397	-0.295027	0.472798	-0.126748	0.724135	-0.097159	-0.145765	-0.088169	3	8	34
-5.228044	-0.704501	0.275727	-0.005226	0.484858	-0.016909	0.127766	-0.070686	1	1	35
-5.228044	-0.704501	0.275727	-0.005226	0.484858	-0.016909	0.127766	-0.070686	2	1	35
-5.228044	-0.704501	0.275727	-0.005226	0.484858	-0.016909	0.127766	-0.070686	3	1	35
-6.041259	-0.894061	0.316740	0.077380	0.662999	-0.112252	-0.009879	-0.071073	1	2	35
-6.041259	-0.894061	0.316740	0.077380	0.662999	-0.112252	-0.009879	-0.071073	2	2	35
-6.041259	-0.894061	0.316740	0.077380	0.662999	-0.112252	-0.009879	-0.071073	3	2	35
-4.844774	-0.637467	0.572035	0.220017	0.464264	-0.019612	-0.024600	-0.182407	1	3	35
-4.844774	-0.637467	0.572035	0.220017	0.464264	-0.019612	-0.024600	-0.182407	2	3	35
-4.844774	-0.637467	0.572035	0.220017	0.464264	-0.019612	-0.024600	-0.182407	3	3	35
-5.523447	-0.702870	0.866810	0.326993	0.447436	-0.164990	-0.127081	0.041222	1	4	35
-5.523447	-0.702870	0.866810	0.326993	0.447436	-0.164990	-0.127081	0.041222	2	4	35
-5.523447	-0.702870	0.866810	0.326993	0.447436	-0.164990	-0.127081	0.041222	3	4	35
-4.743186	-0.652922	0.258182	-0.070786	0.484858	-0.018185	-0.014166	-0.051062	1	5	35
-4.743186	-0.652922	0.258182	-0.070786	0.484858	-0.018185	-0.014166	-0.051062	2	5	35
-4.743186	-0.652922	0.258182	-0.070786	0.484858	-0.018185	-0.014166	-0.051062	3	5	35
-5.378260	-0.624996	0.209988	-0.035406	0.662999	-0.106875	0.449558	-0.248977	1	6	35
-5.378260	-0.624996	0.209988	-0.035406	0.662999	-0.106875	0.449558	-0.248977	2	6	35
-5.378260	-0.624996	0.209988	-0.035406	0.662999	-0.106875	0.449558	-0.248977	3	6	35
-4.380510	-0.709848	0.550765	0.105452	0.464264	-0.022832	-0.104647	-0.067503	1	7	35
-4.380510	-0.709848	0.550765	0.105452	0.464264	-0.022832	-0.104647	-0.067503	2	7	35
-4.380510	-0.709848	0.550765	0.105452	0.464264	-0.022832	-0.104647	-0.067503	3	7	35
-5.076010	-0.686776	0.660152	0.108964	0.447436	-0.241809	0.082665	-0.359244	1	8	35
-5.076010	-0.686776	0.660152	0.108964	0.447436	-0.241809	0.082665	-0.359244	2	8	35
-5.076010	-0.686776	0.660152	0.108964	0.447436	-0.241809	0.082665	-0.359244	3	8	35
-5.511336	-0.699260	0.243329	0.007660	0.533699	-0.065040	0.138570	0.026776	1	1	36
-5.511336	-0.699260	0.243329	0.007660	0.533699	-0.065040	0.138570	0.026776	2	1	36
-5.511336	-0.699260	0.243329	0.007660	0.533699	-0.065040	0.138570	0.026776	3	1	36
-6.324155	-0.874121	0.230615	-0.045776	0.690910	-0.002687	-0.036481	0.022465	1	2	36
-6.324155	-0.874121	0.230615	-0.045776	0.690910	-0.002687	-0.036481	0.022465	2	2	36
-6.324155	-0.874121	0.230615	-0.045776	0.690910	-0.002687	-0.036481	0.022465	3	2	36
-5.228044	-0.704501	0.329236	-0.005513	0.484858	-0.040729	0.127766	-0.096245	1	3	36
-5.228044	-0.704501	0.329236	-0.005513	0.484858	-0.040729	0.127766	-0.096245	2	3	36
-5.228044	-0.704501	0.329236	-0.005513	0.484858	-0.040729	0.127766	-0.096245	3	3	36
-6.041259	-0.894061	0.357831	0.041828	0.662999	-0.142676	-0.009879	-0.036783	1	4	36
-6.041259	-0.894061	0.357831	0.041828	0.662999	-0.142676	-0.009879	-0.036783	2	4	36
-6.041259	-0.894061	0.357831	0.041828	0.662999	-0.142676	-0.009879	-0.036783	3	4	36
-4.977636	-0.638602	0.176512	0.017616	0.533699	-0.068564	-0.003788	-0.004615	1	5	36
-4.977636	-0.638602	0.176512	0.017616	0.533699	-0.068564	-0.003788	-0.004615	2	5	36
-4.977636	-0.638602	0.176512	0.017616	0.533699	-0.068564	-0.003788	-0.004615	3	5	36
-5.633246	-0.665011	0.228825	0.072426	0.690910	-0.001177	0.442206	0.189757	1	6	36
-5.633246	-0.665011	0.228825	0.072426	0.690910	-0.001177	0.442206	0.189757	2	6	36
-5.633246	-0.665011	0.228825	0.072426	0.690910	-0.001177	0.442206	0.189757	3	6	36
-4.743186	-0.652922	0.290082	-0.087521	0.484858	-0.037615	-0.014166	-0.061706	1	7	36
-4.743186	-0.652922	0.290082	-0.087521	0.484858	-0.037615	-0.014166	-0.061706	2	7	36
-4.743186	-0.652922	0.290082	-0.087521	0.484858	-0.037615	-0.014166	-0.061706	3	7	36
-5.378260	-0.624996	0.220588	-0.057656	0.662999	-0.131876	0.449558	-0.246808	1	8	36
-5.378260	-0.624996	0.220588	-0.057656	0.662999	-0.131876	0.449558	-0.246808	2	8	36
-5.378260	-0.624996	0.220588	-0.057656	0.662999	-0.131876	0.449558	-0.246808	3	8	36
-3.792894	0.008141	0.470821	-0.174700	0.753759	0.010668	-0.170874	0.029032	1	1	37
-3.792894	0.008141	0.470821	-0.174700	0.753759	0.010668	-0.170874	0.029032	2	1	37
-3.792894	0.008141	0.470821	-0.174700	0.753759	0.010668	-0.170874	0.029032	3	1	37
-3.859151	-0.129556	0.361995	-0.055457	0.629844	0.009722	-0.065631	-0.031197	1	2	37
-3.859151	-0.129556	0.361995	-0.055457	0.629844	0.009722	-0.065631	-0.031197	2	2	37
-3.859151	-0.129556	0.361995	-0.055457	0.629844	0.009722	-0.065631	-0.031197	3	2	37
-3.275532	-0.167971	0.567549	-0.152159	0.724135	-0.091954	-0.126451	0.056807	1	3	37
-3.275532	-0.167971	0.567549	-0.152159	0.724135	-0.091954	-0.126451	0.056807	2	3	37
-3.275532	-0.167971	0.567549	-0.152159	0.724135	-0.091954	-0.126451	0.056807	3	3	37
-3.467586	-0.208281	0.437414	-0.093713	0.622662	-0.034231	-0.072198	0.022865	1	4	37
-3.467586	-0.208281	0.437414	-0.093713	0.622662	-0.034231	-0.072198	0.022865	2	4	37
-3.467586	-0.208281	0.437414	-0.093713	0.622662	-0.034231	-0.072198	0.022865	3	4	37
-3.039135	-0.157409	0.481907	-0.146061	0.753759	0.011633	-0.161625	0.025816	1	5	37
-3.039135	-0.157409	0.481907	-0.146061	0.753759	0.011633	-0.161625	0.025816	2	5	37
-3.039135	-0.157409	0.481907	-0.146061	0.753759	0.011633	-0.161625	0.025816	3	5	37
-3.229307	-0.196602	0.371939	-0.089190	0.629844	0.010178	-0.068120	-0.035522	1	6	37
-3.229307	-0.196602	0.371939	-0.089190	0.629844	0.010178	-0.068120	-0.035522	2	6	37
-3.229307	-0.196602	0.371939	-0.089190	0.629844	0.010178	-0.068120	-0.035522	3	6	37
-2.551397	-0.291809	0.472798	-0.097947	0.724135	-0.097159	-0.122593	0.052673	1	7	37
-2.551397	-0.291809	0.472798	-0.097947	0.724135	-0.097159	-0.122593	0.052673	2	7	37
-2.551397	-0.291809	0.472798	-0.097947	0.724135	-0.097159	-0.122593	0.052673	3	7	37
-2.844924	-0.282642	0.402938	-0.065043	0.622662	-0.034671	-0.075769	0.033648	1	8	37
-2.844924	-0.282642	0.402938	-0.065043	0.622662	-0.034671	-0.075769	0.033648	2	8	37
-2.844924	-0.282642	0.402938	-0.065043	0.622662	-0.034671	-0.075769	0.033648	3	8	37
-4.538147	-0.628449	0.268970	-0.021651	0.514894	-0.009539	-0.088843	-0.012099	1	1	38
-4.538147	-0.628449	0.268970	-0.021651	0.514894	-0.009539	-0.088843	-0.012099	2	1	38
-4.538147	-0.628449	0.268970	-0.021651	0.514894	-0.009539	-0.088843	-0.012099	3	1	38
-5.228044	-0.763284	0.275727	0.018028	0.484858	-0.016909	0.042315	0.010059	1	2	38
-5.228044	-0.763284	0.275727	0.018028	0.484858	-0.016909	0.042315	0.010059	2	2	38
-5.228044	-0.763284	0.275727	0.018028	0.484858	-0.016909	0.042315	0.010059	3	2	38
-4.212168	-0.610321	0.430758	0.089795	0.512779	-0.018835	-0.086194	0.032588	1	3	38
-4.212168	-0.610321	0.430758	0.089795	0.512779	-0.018835	-0.086194	0.032588	2	3	38
-4.212168	-0.610321	0.430758	0.089795	0.512779	-0.018835	-0.086194	0.032588	3	3	38
-4.844774	-0.676209	0.572035	0.219902	0.464264	-0.019612	0.003867	-0.055688	1	4	38
-4.844774	-0.676209	0.572035	0.219902	0.464264	-0.019612	0.003867	-0.055688	2	4	38
-4.844774	-0.676209	0.572035	0.219902	0.464264	-0.019612	0.003867	-0.055688	3	4	38
-4.023253	-0.718528	0.259556	-0.035051	0.514894	-0.009291	-0.091660	-0.014783	1	5	38
-4.023253	-0.718528	0.259556	-0.035051	0.514894	-0.009291	-0.091660	-0.014783	2	5	38
-4.023253	-0.718528	0.259556	-0.035051	0.514894	-0.009291	-0.091660	-0.014783	3	5	38
-4.743186	-0.708734	0.258182	0.024165	0.484858	-0.018185	0.065143	0.000828	1	6	38
-4.743186	-0.708734	0.258182	0.024165	0.484858	-0.018185	0.065143	0.000828	2	6	38
-4.743186	-0.708734	0.258182	0.024165	0.484858	-0.018185	0.065143	0.000828	3	6	38
-3.699389	-0.698765	0.411970	0.123590	0.512779	-0.018738	-0.090598	0.035578	1	7	38
-3.699389	-0.698765	0.411970	0.123590	0.512779	-0.018738	-0.090598	0.035578	2	7	38
-3.699389	-0.698765	0.411970	0.123590	0.512779	-0.018738	-0.090598	0.035578	3	7	38
-4.380510	-0.668665	0.550765	0.144994	0.464264	-0.022832	0.009794	-0.091084	1	8	38
-4.380510	-0.668665	0.550765	0.144994	0.464264	-0.022832	0.009794	-0.091084	2	8	38
-4.380510	-0.668665	0.550765	0.144994	0.464264	-0.022832	0.009794	-0.091084	3	8	38
-4.068078	-0.379563	0.323444	-0.060060	0.607861	-0.011095	-0.057960	-0.019975	1	1	39
-4.068078	-0.379563	0.323444	-0.060060	0.607861	-0.011095	-0.057960	-0.019975	2	1	39
-4.068078	-0.379563	0.323444	-0.060060	0.607861	-0.011095	-0.057960	-0.019975	3	1	39
-4.538147	-0.525513	0.268970	-0.020733	0.514894	-0.009539	-0.090452	-0.002751	1	2	39
-4.538147	-0.525513	0.268970	-0.020733	0.514894	-0.009539	-0.090452	-0.002751	2	2	39
-4.538147	-0.525513	0.268970	-0.020733	0.514894	-0.009539	-0.090452	-0.002751	3	2	39
-3.723553	-0.410507	0.396736	0.009294	0.595871	-0.043278	-0.079163	-0.012510	1	3	39
-3.723553	-0.410507	0.396736	0.009294	0.595871	-0.043278	-0.079163	-0.012510	2	3	39
-3.723553	-0.410507	0.396736	0.009294	0.595871	-0.043278	-0.079163	-0.012510	3	3	39
-4.212168	-0.512969	0.430758	0.045739	0.512779	-0.018835	-0.078606	0.043213	1	4	39
-4.212168	-0.512969	0.430758	0.045739	0.512779	-0.018835	-0.078606	0.043213	2	4	39
-4.212168	-0.512969	0.430758	0.045739	0.512779	-0.018835	-0.078606	0.043213	3	4	39
-3.460217	-0.437177	0.313266	-0.082118	0.607861	-0.009217	-0.057318	-0.023972	1	5	39
-3.460217	-0.437177	0.313266	-0.082118	0.607861	-0.009217	-0.057318	-0.023972	2	5	39
-3.460217	-0.437177	0.313266	-0.082118	0.607861	-0.009217	-0.057318	-0.023972	3	5	39
-4.023253	-0.616759	0.259556	-0.022541	0.514894	-0.009291	-0.091941	-0.000847	1	6	39
-4.023253	-0.616759	0.259556	-0.022541	0.514894	-0.009291	-0.091941	-0.000847	2	6	39
-4.023253	-0.616759	0.259556	-0.022541	0.514894	-0.009291	-0.091941	-0.000847	3	6	39
-3.127682	-0.490239	0.354099	-0.002580	0.595871	-0.042078	-0.080220	-0.011227	1	7	39
-3.127682	-0.490239	0.354099	-0.002580	0.595871	-0.042078	-0.080220	-0.011227	2	7	39
-3.127682	-0.490239	0.354099	-0.002580	0.595871	-0.042078	-0.080220	-0.011227	3	7	39
-3.699389	-0.591178	0.411970	0.090139	0.512779	-0.018738	-0.077849	0.045230	1	8	39
-3.699389	-0.591178	0.411970	0.090139	0.512779	-0.018738	-0.077849	0.045230	2	8	39
-3.699389	-0.591178	0.411970	0.090139	0.512779	-0.018738	-0.077849	0.045230	3	8	39
-3.859151	-0.121915	0.361995	-0.056072	0.629844	0.009722	-0.050290	-0.016541	1	1	40
-3.859151	-0.121915	0.361995	-0.056072	0.629844	0.009722	-0.050290	-0.016541	2	1	40
-3.859151	-0.121915	0.361995	-0.056072	0.629844	0.009722	-0.050290	-0.016541	3	1	40
-4.068078	-0.315748	0.323444	-0.049874	0.607861	-0.011095	-0.049780	0.009879	1	2	40
-4.068078	-0.315748	0.323444	-0.049874	0.607861	-0.011095	-0.049780	0.009879	2	2	40
-4.068078	-0.315748	0.323444	-0.049874	0.607861	-0.011095	-0.049780	0.009879	3	2	40
-3.467586	-0.201987	0.437414	-0.092899	0.622662	-0.034231	-0.039058	0.032359	1	3	40
-3.467586	-0.201987	0.437414	-0.092899	0.622662	-0.034231	-0.039058	0.032359	2	3	40
-3.467586	-0.201987	0.437414	-0.092899	0.622662	-0.034231	-0.039058	0.032359	3	3	40
-3.723553	-0.350508	0.396736	0.007747	0.595871	-0.043278	-0.033068	-0.002819	1	4	40
-3.723553	-0.350508	0.396736	0.007747	0.595871	-0.043278	-0.033068	-0.002819	2	4	40
-3.723553	-0.350508	0.396736	0.007747	0.595871	-0.043278	-0.033068	-0.002819	3	4	40
-3.229307	-0.171573	0.371939	-0.070867	0.629844	0.010178	-0.049203	-0.013320	1	5	40
-3.229307	-0.171573	0.371939	-0.070867	0.629844	0.010178	-0.049203	-0.013320	2	5	40
-3.229307	-0.171573	0.371939	-0.070867	0.629844	0.010178	-0.049203	-0.013320	3	5	40
-3.460217	-0.367644	0.313266	-0.043378	0.607861	-0.009217	-0.053549	0.002949	1	6	40
-3.460217	-0.367644	0.313266	-0.043378	0.607861	-0.009217	-0.053549	0.002949	2	6	40
-3.460217	-0.367644	0.313266	-0.043378	0.607861	-0.009217	-0.053549	0.002949	3	6	40
-2.844924	-0.239342	0.402938	-0.060321	0.622662	-0.034671	-0.035816	0.032832	1	7	40
-2.844924	-0.239342	0.402938	-0.060321	0.622662	-0.034671	-0.035816	0.032832	2	7	40
-2.844924	-0.239342	0.402938	-0.060321	0.622662	-0.034671	-0.035816	0.032832	3	7	40
-3.127682	-0.384980	0.354099	0.008473	0.595871	-0.042078	-0.035966	0.003969	1	8	40
-3.127682	-0.384980	0.354099	0.008473	0.595871	-0.042078	-0.035966	0.003969	2	8	40
-3.127682	-0.384980	0.354099	0.008473	0.595871	-0.042078	-0.035966	0.003969	3	8	40
-4.266424	0.185917	0.435228	-0.118393	0.712442	0.035586	-0.176135	-0.042545	1	1	41
-4.266424	0.185917	0.435228	-0.118393	0.712442	0.035586	-0.176135	-0.042545	2	1	41
-4.266424	0.185917	0.435228	-0.118393	0.712442	0.035586	-0.176135	-0.042545	3	1	41
-4.223793	-0.080877	0.364655	-0.029081	0.606921	-0.001313	-0.020399	-0.038507	1	2	41
-4.223793	-0.080877	0.364655	-0.029081	0.606921	-0.001313	-0.020399	-0.038507	2	2	41
-4.223793	-0.080877	0.364655	-0.029081	0.606921	-0.001313	-0.020399	-0.038507	3	2	41
-3.792894	0.008141	0.521013	-0.220938	0.753759	0.024252	-0.170874	0.049866	1	3	41
-3.792894	0.008141	0.521013	-0.220938	0.753759	0.024252	-0.170874	0.049866	2	3	41
-3.792894	0.008141	0.521013	-0.220938	0.753759	0.024252	-0.170874	0.049866	3	3	41
-3.859151	-0.129556	0.374627	-0.080849	0.629844	0.029406	-0.065631	-0.028255	1	4	41
-3.859151	-0.129556	0.374627	-0.080849	0.629844	0.029406	-0.065631	-0.028255	2	4	41
-3.859151	-0.129556	0.374627	-0.080849	0.629844	0.029406	-0.065631	-0.028255	3	4	41
-3.553982	0.005198	0.472015	-0.143844	0.712442	0.037948	-0.181446	-0.012634	1	5	41
-3.553982	0.005198	0.472015	-0.143844	0.712442	0.037948	-0.181446	-0.012634	2	5	41
-3.553982	0.005198	0.472015	-0.143844	0.712442	0.037948	-0.181446	-0.012634	3	5	41
-3.616872	-0.102636	0.363145	-0.067303	0.606921	-0.001708	-0.022528	-0.038609	1	6	41
-3.616872	-0.102636	0.363145	-0.067303	0.606921	-0.001708	-0.022528	-0.038609	2	6	41
-3.616872	-0.102636	0.363145	-0.067303	0.606921	-0.001708	-0.022528	-0.038609	3	6	41
-3.039135	-0.157409	0.545716	-0.172473	0.753759	0.025169	-0.161625	0.045038	1	7	41
-3.039135	-0.157409	0.545716	-0.172473	0.753759	0.025169	-0.161625	0.045038	2	7	41
-3.039135	-0.157409	0.545716	-0.172473	0.753759	0.025169	-0.161625	0.045038	3	7	41
-3.229307	-0.196602	0.404074	-0.111933	0.629844	0.029481	-0.068120	-0.033063	1	8	41
-3.229307	-0.196602	0.404074	-0.111933	0.629844	0.029481	-0.068120	-0.033063	2	8	41
-3.229307	-0.196602	0.404074	-0.111933	0.629844	0.029481	-0.068120	-0.033063	3	8	41
-4.404679	-0.328873	0.339217	-0.058114	0.618209	-0.016404	-0.027265	-0.018627	1	1	42
-4.404679	-0.328873	0.339217	-0.058114	0.618209	-0.016404	-0.027265	-0.018627	2	1	42
-4.404679	-0.328873	0.339217	-0.058114	0.618209	-0.016404	-0.027265	-0.018627	3	1	42
-4.831187	-0.497985	0.289436	-0.040154	0.548243	-0.042670	-0.069365	-0.021545	1	2	42
-4.831187	-0.497985	0.289436	-0.040154	0.548243	-0.042670	-0.069365	-0.021545	2	2	42
-4.831187	-0.497985	0.289436	-0.040154	0.548243	-0.042670	-0.069365	-0.021545	3	2	42
-4.068078	-0.379563	0.331474	-0.037519	0.607861	0.008674	-0.057960	-0.038952	1	3	42
-4.068078	-0.379563	0.331474	-0.037519	0.607861	0.008674	-0.057960	-0.038952	2	3	42
-4.068078	-0.379563	0.331474	-0.037519	0.607861	0.008674	-0.057960	-0.038952	3	3	42
-4.538147	-0.525513	0.305184	0.000396	0.514894	-0.013758	-0.090452	-0.021052	1	4	42
-4.538147	-0.525513	0.305184	0.000396	0.514894	-0.013758	-0.090452	-0.021052	2	4	42
-4.538147	-0.525513	0.305184	0.000396	0.514894	-0.013758	-0.090452	-0.021052	3	4	42
-3.786470	-0.354898	0.322659	-0.074214	0.618209	-0.016675	-0.024996	-0.013697	1	5	42
-3.786470	-0.354898	0.322659	-0.074214	0.618209	-0.016675	-0.024996	-0.013697	2	5	42
-3.786470	-0.354898	0.322659	-0.074214	0.618209	-0.016675	-0.024996	-0.013697	3	5	42
-4.282944	-0.570404	0.247316	-0.060197	0.548243	-0.041535	-0.075194	-0.019084	1	6	42
-4.282944	-0.570404	0.247316	-0.060197	0.548243	-0.041535	-0.075194	-0.019084	2	6	42
-4.282944	-0.570404	0.247316	-0.060197	0.548243	-0.041535	-0.075194	-0.019084	3	6	42
-3.460217	-0.437177	0.339300	-0.078516	0.607861	0.007014	-0.057318	-0.043042	1	7	42
-3.460217	-0.437177	0.339300	-0.078516	0.607861	0.007014	-0.057318	-0.043042	2	7	42
-3.460217	-0.437177	0.339300	-0.078516	0.607861	0.007014	-0.057318	-0.043042	3	7	42
-4.023253	-0.616759	0.291590	-0.019463	0.514894	-0.013454	-0.091941	-0.018525	1	8	42
-4.023253	-0.616759	0.291590	-0.019463	0.514894	-0.013454	-0.091941	-0.018525	2	8	42
-4.023253	-0.616759	0.291590	-0.019463	0.514894	-0.013454	-0.091941	-0.018525	3	8	42
-4.223793	-0.073631	0.364655	-0.029705	0.606921	-0.001313	-0.017735	-0.026808	1	1	43
-4.223793	-0.073631	0.364655	-0.029705	0.606921	-0.001313	-0.017735	-0.026808	2	1	43
-4.223793	-0.073631	0.364655	-0.029705	0.606921	-0.001313	-0.017735	-0.026808	3	1	43
-4.404679	-0.290264	0.339217	-0.022651	0.618209	-0.016404	-0.027600	-0.021707	1	2	43
-4.404679	-0.290264	0.339217	-0.022651	0.618209	-0.016404	-0.027600	-0.021707	2	2	43
-4.404679	-0.290264	0.339217	-0.022651	0.618209	-0.016404	-0.027600	-0.021707	3	2	43
-3.859151	-0.121915	0.374627	-0.080525	0.629844	0.029406	-0.050290	-0.011278	1	3	43
-3.859151	-0.121915	0.374627	-0.080525	0.629844	0.029406	-0.050290	-0.011278	2	3	43
-3.859151	-0.121915	0.374627	-0.080525	0.629844	0.029406	-0.050290	-0.011278	3	3	43
-4.068078	-0.315748	0.331474	-0.031809	0.607861	0.008674	-0.049780	-0.004765	1	4	43
-4.068078	-0.315748	0.331474	-0.031809	0.607861	0.008674	-0.049780	-0.004765	2	4	43
-4.068078	-0.315748	0.331474	-0.031809	0.607861	0.008674	-0.049780	-0.004765	3	4	43
-3.616872	-0.092149	0.363145	-0.058947	0.606921	-0.001708	-0.019022	-0.031646	1	5	43
-3.616872	-0.092149	0.363145	-0.058947	0.606921	-0.001708	-0.019022	-0.031646	2	5	43
-3.616872	-0.092149	0.363145	-0.058947	0.606921	-0.001708	-0.019022	-0.031646	3	5	43
-3.786470	-0.316451	0.322659	-0.043816	0.618209	-0.016675	-0.024805	-0.019946	1	6	43
-3.786470	-0.316451	0.322659	-0.043816	0.618209	-0.016675	-0.024805	-0.019946	2	6	43
-3.786470	-0.316451	0.322659	-0.043816	0.618209	-0.016675	-0.024805	-0.019946	3	6	43
-3.229307	-0.171573	0.404074	-0.089330	0.629844	0.029481	-0.049203	-0.006557	1	7	43
-3.229307	-0.171573	0.404074	-0.089330	0.629844	0.029481	-0.049203	-0.006557	2	7	43
-3.229307	-0.171573	0.404074	-0.089330	0.629844	0.029481	-0.049203	-0.006557	3	7	43
-3.460217	-0.367644	0.339300	-0.039685	0.607861	0.007014	-0.053549	-0.011461	1	8	43
-3.460217	-0.367644	0.339300	-0.039685	0.607861	0.007014	-0.053549	-0.011461	2	8	43
-3.460217	-0.367644	0.339300	-0.039685	0.607861	0.007014	-0.053549	-0.011461	3	8	43
-4.831187	-0.609687	0.289436	-0.051026	0.548243	-0.042670	-0.049504	-0.046480	1	1	44
-4.831187	-0.609687	0.289436	-0.051026	0.548243	-0.042670	-0.049504	-0.046480	2	1	44
-4.831187	-0.609687	0.289436	-0.051026	0.548243	-0.042670	-0.049504	-0.046480	3	1	44
-5.511336	-0.756852	0.243329	-0.043868	0.533699	-0.065040	0.020907	0.008991	1	2	44
-5.511336	-0.756852	0.243329	-0.043868	0.533699	-0.065040	0.020907	0.008991	2	2	44
-5.511336	-0.756852	0.243329	-0.043868	0.533699	-0.065040	0.020907	0.008991	3	2	44
-4.538147	-0.628449	0.305184	0.007375	0.514894	-0.013758	-0.088843	-0.037475	1	3	44
-4.538147	-0.628449	0.305184	0.007375	0.514894	-0.013758	-0.088843	-0.037475	2	3	44
-4.538147	-0.628449	0.305184	0.007375	0.514894	-0.013758	-0.088843	-0.037475	3	3	44
