1488	750	1433
1488	1433	21
750	1133	333
750	333	1433
1134	183	1133
1134	1133	750
360	1134	750
360	750	1488
1133	749	1434
1133	1434	333
749	5630	5590
749	5590	1434
1132	5606	5630
1132	5630	749
183	1132	749
183	749	1133
1131	748	1132
1131	1132	183
748	5629	5606
748	5606	1132
1381	5592	5629
1381	5629	748
307	1381	748
307	748	1131
1487	747	1134
1487	1134	360
747	1131	183
747	183	1134
1382	307	1131
1382	1131	747
2	1382	747
2	747	1487
1468	746	51
746	1499	51
746	1129	366
746	366	1499
1130	182	1129
1130	1129	746
350	1130	746
350	746	1468
1129	745	1500
1129	1500	366
745	1465	39
745	39	1500
1128	349	1465
1128	1465	745
182	1128	745
182	745	1129
1127	744	1128
1127	1128	182
744	1466	349
744	349	1128
1242	38	744
38	1466	744
237	1242	1127
1242	744	1127
1467	743	1130
1467	1130	350
743	1127	182
743	182	1130
1241	237	743
237	1127	743
6	1241	1467
1241	743	1467
1499	742	51
742	1469	51
742	1125	1469
1125	351	1469
1126	181	742
181	1125	742
366	1126	1499
1126	742	1499
1125	741	351
741	1470	351
741	1497	50
741	50	1470
1124	365	741
365	1497	741
181	1124	1125
1124	741	1125
1123	740	181
740	1124	181
740	1498	1124
1498	365	1124
1475	52	740
52	1498	740
354	1475	1123
1475	740	1123
1500	739	366
739	1126	366
739	1123	1126
1123	181	1126
1476	354	739
354	1123	739
39	1476	1500
1476	739	1500
1496	738	1471
1496	1471	36
738	1121	352
738	352	1471
1122	180	1121
1122	1121	738
364	1122	738
364	738	1496
1121	737	1472
1121	1472	352
737	1498	1472
1498	52	1472
1120	365	737
365	1498	737
180	1120	737
180	737	1121
1119	736	1120
1119	1120	180
736	1497	365
736	365	1120
1461	50	1497
1461	1497	736
347	1461	736
347	736	1119
1495	735	1122
1495	1122	364
735	1119	180
735	180	1122
1462	347	1119
1462	1119	735
5	1462	735
5	735	1495
1422	734	27
734	1493	27
734	1117	1493
1117	363	1493
1118	179	734
179	1117	734
327	1118	1422
1118	734	1422
1117	733	363
733	1494	363
733	1405	1494
1405	41	1494
1116	319	733
319	1405	733
179	1116	1117
1116	733	1117
1115	732	179
732	1116	179
732	1406	1116
1406	319	1116
1496	36	732
36	1406	732
364	1496	732
364	732	1115
1421	731	327
731	1118	327
731	1115	1118
1115	179	1118
1495	364	731
364	1115	731
5	1495	1421
1495	731	1421
1492	730	1401
1492	1401	37
730	1113	317
730	317	1401
1114	178	1113
1114	1113	730
362	1114	730
362	730	1492
1113	729	1402
1113	1402	317
729	1494	41
729	41	1402
1112	363	1494
1112	1494	729
178	1112	729
178	729	1113
1111	728	1112
1111	1112	178
728	1493	363
